akida_accuracy,float_accuracy,latency_ms,qat_accuracy,reg,reg_type,sparsity
0.9504,0.9301339285714286,,0.9404220779220779,0.0,none,0.5538
0.9148,0.9492086038961038,,0.9263189935064935,1e-05,l1l2,0.6868
0.8984,0.9203733766233766,,0.8987418831168831,0.001,l1l2,0.8042
