akida_accuracy,float_accuracy,latency_ms,qat_accuracy,reg,reg_type,sparsity
0.9219,0.9288758116883117,,0.9159902597402597,0.003,l1l2,0.8028
0.9012,0.9081574675324675,,0.9028409090909091,0.01,l1l2,0.8102
0.9113,0.9077313311688312,,0.9112215909090909,0.03,l1l2,0.873
