akida_accuracy,float_accuracy,latency_ms,qat_accuracy,reg,reg_type,sparsity
0.9397,0.9262987012987013,,0.9428368506493506,1e-07,hoyer_square,0.5753
0.9082,0.9209212662337662,,0.9247564935064935,1e-06,hoyer_square,0.5905
0.9364,0.944825487012987,,0.941314935064935,1e-05,hoyer_square,0.6743
