akida_accuracy,float_accuracy,latency_ms,qat_accuracy,reg,reg_type,sparsity
0.8868,0.8912,,0.887,1e-07,hoyer_square,0.5241
0.8836,0.8855,,0.8839,1e-06,hoyer_square,0.5505
0.8527,0.8743,,0.8556,1e-05,hoyer_square,0.6895
